group,year,bev_share,ice_share,phev_share
world,2015.0,0.3834,99.5406,0.1495
world,2015.1,0.4096,99.5089,0.1577
world,2015.2,0.4373,99.4755,0.1662
world,2015.3,0.4663,99.4401,0.1751
world,2015.4,0.4969,99.4028,0.1843
world,2015.5,0.5289,99.3635,0.1939
world,2015.6,0.5626,99.3221,0.2039
world,2015.7,0.5978,99.2785,0.2142
world,2015.8,0.6347,99.2327,0.2249
world,2015.9,0.6733,99.1845,0.2359
world,2016.0,0.7137,99.1340,0.2474
world,2016.1,0.7558,99.0809,0.2592
world,2016.2,0.7998,99.0253,0.2714
world,2016.3,0.8457,98.9670,0.2839
world,2016.4,0.8936,98.9060,0.2969
world,2016.5,0.9434,98.8422,0.3103
world,2016.6,0.9953,98.7755,0.3240
world,2016.7,1.0493,98.7057,0.3381
world,2016.8,1.1054,98.6329,0.3526
world,2016.9,1.1637,98.5568,0.3675
world,2017.0,1.2243,98.4775,0.3828
world,2017.1,1.2873,98.3939,0.3993
world,2017.2,1.3526,98.3068,0.4161
world,2017.3,1.4204,98.2160,0.4334
world,2017.4,1.4906,98.1213,0.4513
world,2017.5,1.5634,98.0227,0.4697
world,2017.6,1.6388,97.9200,0.4885
world,2017.7,1.7168,97.8132,0.5079
world,2017.8,1.7974,97.7021,0.5277
world,2017.9,1.8808,97.5867,0.5481
world,2018.0,1.9671,97.4668,0.5689
world,2018.1,2.0569,97.3422,0.6029
world,2018.2,2.1491,97.2129,0.6401
world,2018.3,2.2442,97.0788,0.6791
world,2018.4,2.3423,96.9398,0.7200
world,2018.5,2.4434,96.7958,0.7629
world,2018.6,2.5476,96.6466,0.8078
world,2018.7,2.6551,96.4921,0.8548
world,2018.8,2.7657,96.3322,0.9038
world,2018.9,2.8797,96.1668,0.9551
world,2019.0,2.9970,95.9958,1.0087
world,2019.1,3.1177,95.8190,1.0646
world,2019.2,3.2419,95.6363,1.1229
world,2019.3,3.3696,95.4477,1.1837
world,2019.4,3.5009,95.2529,1.2471
world,2019.5,3.6358,95.0519,1.3131
