group,year,bev_share,ice_share,phev_share
world,2015.0,0.3386,99.6096,0.1291
world,2015.1,0.3625,99.5817,0.1366
world,2015.2,0.3878,99.5520,0.1444
world,2015.3,0.4144,99.5206,0.1526
world,2015.4,0.4424,99.4874,0.1611
world,2015.5,0.4719,99.4523,0.1699
world,2015.6,0.5030,99.4152,0.1792
world,2015.7,0.5355,99.3760,0.1888
world,2015.8,0.5697,99.3347,0.1987
world,2015.9,0.6056,99.2912,0.2090
world,2016.0,0.6432,99.2454,0.2197
world,2016.1,0.6826,99.1971,0.2308
world,2016.2,0.7240,99.1460,0.2425
world,2016.3,0.7673,99.0921,0.2547
world,2016.4,0.8127,99.0352,0.2675
world,2016.5,0.8601,98.9753,0.2808
world,2016.6,0.9097,98.9122,0.2948
world,2016.7,0.9615,98.8459,0.3094
world,2016.8,1.0155,98.7762,0.3247
world,2016.9,1.0717,98.7031,0.3405
world,2017.0,1.1303,98.6264,0.3570
world,2017.1,1.1914,98.5453,0.3748
world,2017.2,1.2549,98.4604,0.3932
world,2017.3,1.3210,98.3716,0.4123
world,2017.4,1.3896,98.2786,0.4321
world,2017.5,1.4608,98.1814,0.4527
world,2017.6,1.5347,98.0799,0.4741
world,2017.7,1.6114,97.9738,0.4963
world,2017.8,1.6909,97.8632,0.5192
world,2017.9,1.7732,97.7478,0.5429
world,2018.0,1.8584,97.6276,0.5674
world,2018.1,1.9482,97.5019,0.5927
world,2018.2,2.0396,97.3714,0.6187
world,2018.3,2.1340,97.2356,0.6455
world,2018.4,2.2316,97.0946,0.6750
world,2018.5,2.3324,96.9481,0.7206
world,2018.6,2.4365,96.7959,0.7686
world,2018.7,2.5439,96.6380,0.8190
world,2018.8,2.6547,96.4742,0.8719
world,2018.9,2.7691,96.3044,0.9274
world,2019.0,2.8869,96.1283,0.9855
world,2019.1,3.0084,95.9460,1.0463
world,2019.2,3.1335,95.7571,1.1100
world,2019.3,3.2623,95.5617,1.1765
world,2019.4,3.3950,95.3595,1.2461
world,2019.5,3.5315,95.1505,1.3187
world,2019.6,3.6719,94.9343,1.3944
world,2019.7,3.8163,94.7110,1.4733
world,2019.8,3.9647,94.4804,1.5554
world,2019.9,4.1172,94.2423,1.6410
world,2020.0,4.2739,93.9966,1.7300
world,2020.1,4.4349,93.7432,1.8225
world,2020.2,4.6001,93.4818,1.9185
world,2020.3,4.7697,93.2125,2.0183
world,2020.4,4.9437,92.9349,2.1218
world,2020.5,5.1222,92.6491,2.2291
world,2020.6,5.3052,92.3549,2.3403
world,2020.7,5.4928,92.0521,2.4554
world,2020.8,5.6851,91.7407,2.5746
world,2020.9,5.8821,91.4204,2.6978
world,2021.0,6.0838,91.0913,2.8253
world,2021.1,6.2904,90.7531,2.9569
world,2021.2,6.5018,90.4058,3.0927
world,2021.3,6.7183,90.0493,3.2329
world,2021.4,6.9397,89.6835,3.3773
world,2021.5,7.1661,89.3083,3.5262
world,2021.6,7.3977,88.9236,3.6794
world,2021.7,7.6344,88.5293,3.8370
world,2021.8,7.8763,88.1254,3.9990
world,2021.9,8.1234,87.7118,4.1655
world,2022.0,8.3759,87.2885,4.3364
world,2022.1,8.6337,86.8554,4.5118
world,2022.2,8.8969,86.4126,4.6915
world,2022.3,9.1656,85.9598,4.8757
world,2022.4,9.4397,85.4973,5.0642
world,2022.5,9.7194,85.0249,5.2570
world,2022.6,10.0046,84.5427,5.4541
world,2022.7,10.2955,84.0507,5.6554
world,2022.8,10.5919,83.5490,5.8608
world,2022.9,10.8941,83.0375,6.0702
world,2023.0,11.2020,82.5164,6.2836
world,2023.1,11.5156,81.9857,6.5008
world,2023.2,11.8350,81.4456,6.7217
world,2023.3,12.1602,80.8960,6.9461
world,2023.4,12.4912,80.3372,7.1740
world,2023.5,12.8281,79.7693,7.4052
world,2023.6,13.1710,79.1924,7.6394
