"country","variant","v1","v2","t0","data_per","model_date","source","baseline_date","ice_v1","ice_v2","ice_t0","ttm_bev_share","refit_swing"
"Austria","Whole",-0.000655846728298303,1.45100181314395,2011,"2015-01","2015-01","backtest","",-0.000655846728298303,1.45100181314395,2011,0.0055386319579064,
"Brazil","Whole",-1.80541468212059e-06,1.79245603190777,2011,"2015-01","2015-01","backtest","",-1.80541468212059e-06,1.79245603190777,2011,2.08637433383599e-05,
"China","Whole",-3.99503607245508e-06,3.67729327617647,2009,"2015-01","2015-01","backtest","",-3.52898922128011e-07,5.3713247214123,2009,0.00551783996665207,
"Czechia","Whole",-2.39311542647029e-05,2.47399258938473,2010,"2015-01","2015-01","backtest","",-0.000665837800328931,1.09903641497399,2010,0.000508679341260253,
"France","Whole",-0.000838081427786046,1.33435568385935,2010,"2015-01","2015-01","backtest","",-0.000790021221465586,1.48557018189105,2010,0.00461851771037894,
"Germany","Whole",-0.000574773147928692,1.26171064010175,2011,"2015-01","2015-01","backtest","",-0.00260371885230573,0.755096903140855,2011,0.00311824242797049,
"Indonesia","Whole",-2.23795857593179e-06,-0.855962670513203,2009,"2015-01","2015-01","backtest","",-2.23795857593179e-06,-0.855962670513203,2009,0,
"Ireland","Buses",0,4.15,2009,"2015-01","2015-01","backtest","",0,4.15,2009,0,
"Ireland","HDV",-0.00451857133466637,-2.74155856829586,2009,"2015-01","2015-01","backtest","",-0.00451857133466637,-2.74155856829589,2009,0,
"Ireland","Vans",-0.00109112665999446,-0.116287576212123,2009,"2015-01","2015-01","backtest","",-0.00105596465318205,-0.0440993859891677,2009,0.00060790273556231,
"Ireland","Whole",-1.68326186351685e-07,4.80763259616023,2007,"2015-01","2015-01","backtest","",-1.94043233071141e-08,5.93509473928219,2007,0.00386152244719788,
"Japan","Whole",-0.00300562108564769,0.481705736579087,2011,"2015-01","2015-01","backtest","",-0.00645306134764309,0.420392468667507,2011,0.00401345309461314,
"Luxembourg","HDV",-0.000285765064763997,-0.376666232339884,2009,"2015-01","2015-01","backtest","",-0.000285765064763997,-0.376666232339884,2009,0,
"Luxembourg","Vans",-0.00130025209775255,1.10019227939499,2009,"2015-01","2015-01","backtest","",-0.00130025191468302,1.10019238045751,2009,0,
"Luxembourg","Whole",-5.26379788026648e-07,5.54778925213025,2009,"2015-01","2015-01","backtest","",-8.07357279836595e-07,5.38701846448114,2009,0.00093603744149766,
"Netherlands","Whole",-0.000800442292011735,1.47524589609041,2010,"2015-01","2015-01","backtest","",-0.00231989909353122,2.39481147879224,2010,0.00659074792474868,
"New Zealand","Whole",-7.2620561369271e-05,1.48586678571009,2011,"2015-01","2015-01","backtest","",-4.70781144955801e-05,2.53242831738248,2011,0.000711490572749911,
"Norway","Whole",-1.02243034713416e-08,6.94165958155207,2004,"2015-01","2015-01","backtest","",-6.18210614568943e-09,7.19793320358938,2004,0.178346381516135,
"Poland","Whole",-5.61301209296817e-05,1.16652929141424,2010,"2015-01","2015-01","backtest","",-1.47546128141584e-05,2.35646759690258,2010,0.000171806124142197,
"Portugal","Whole",-0.00021439009156571,1.23537102829789,2009,"2015-01","2015-01","backtest","",-0.000151454081668683,1.65759920219231,2009,0.00489864864864865,
"Sweden","Whole",-5.79611003116688e-09,5.92383311439678,2005,"2015-01","2015-01","backtest","",-4.67358296369273e-09,6.6035889066113,2005,0.00366214376261796,
"Switzerland","Whole",-0.000223817650030077,1.99587953660719,2009,"2015-01","2015-01","backtest","",-0.000210311284403431,2.23800609306314,2009,0.00763239061111402,
"USA","Whole",-0.000333756614050911,1.65132880398737,2010,"2015-01","2015-01","backtest","",-0.00128785047761017,1.17019760212987,2010,0.00345081910315146,
